station_id,Aluminium_2019,Aluminium_2020,Ammonium_2019,Ammonium_2020,Boron_2019,Boron_2020,Chloride_2019,Chloride_2020,Coli-like-bacteria-Colilert_2019,Coli-like-bacteria-Colilert_2020,Coli-like-bacteria_2019,Coli-like-bacteria_2020,Colony-count-at-22-C_2019,Colony-count-at-22-C_2020,Color-Pt-Co-unit_2019,Color-Pt-Co-unit_2020,Color-Pt/Co-scale_2019,Color-Pt/Co-scale_2020,Electrical-conductivity_2019,Electrical-conductivity_2020,Enterococci_2019,Enterococci_2020,Escherichia-coli-Colilert_2019,Escherichia-coli-Colilert_2020,Escherichia-coli_2019,Escherichia-coli_2020,Fluoride_2019,Fluoride_2020,Iron_2019,Iron_2020,Manganese_2019,Manganese_2020,Nitrate_2019,Nitrate_2020,Nitrite_2019,Nitrite_2020,Odour-dilution-level_2019,Odour-dilution-level_2020,Oxidability_2019,Oxidability_2020,Smell-ball-units_2019,Smell-ball-units_2020,Sodium_2019,Sodium_2020,Sulphate_2019,Sulphate_2020,Taste-ball-units_2019,Taste-ball-units_2020,Taste-dilution-degree_2019,Taste-dilution-degree_2020,Turbidity-NTU_2019,Turbidity-NTU_2020,pH _2019,pH _2020,compliance_2019,compliance_2020,compliance_2021
239,10.0,10.0,0.05,0.05,0.1,0.1,0.8,1.1,,,0.0,0.0,16.0,4.0,,,0.0,0.0,435.0,507.0,0.0,0.0,,,0.0,0.0,0.1,0.1,20.0,26.0,10.0,10.0,1.0,1.0,0.002,0.002,1.0,1.0,1.4,2.0,,,5.3,4.9,2.2,2.6,,,1.0,1.0,1.0,1.0,8.0,7.7,0.0,0.0,0.0
241,,,,,,,,,0.0,,,,0.0,,,,5.0,5.0,458.0,454.0,,,,,0.0,,,,22.0,,10.0,17.0,,,,,,,,,,,,,,,,,,,,0.5,7.6,7.7,0.0,0.0,0.0
245,,,0.02,,,,,,,,0.0,,4.0,,,,5.0,,475.0,,,,,,0.0,,,,20.0,,10.0,,,,,,,,,,,,,,,,,,,,0.5,,7.9,,0.0,,0.0
252,,,0.05,0.05,,,,,,,0.0,0.0,47.0,49.0,,,0.0,0.0,495.0,508.0,0.0,0.0,,,0.0,0.0,,,51.0,62.0,10.0,13.0,1.0,1.3,0.002,0.002,1.0,1.0,1.8,2.4,,,7.8,7.7,36.0,36.0,,,1.0,1.0,1.0,1.0,7.5,7.3,0.0,0.0,0.0
254,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,426.0,505.0,,,,,0.0,0.0,,,88.0,20.0,77.0,10.0,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,7.5,7.5,1.0,0.0,0.0
256,,,0.05,,,,,,,,0.0,,,,,,0.0,,479.0,,,,,,0.0,,,,20.0,,10.0,,,,,,1.0,,,,,,,,,,,,1.0,,1.0,,7.3,,0.0,,0.0
261,,,3.19,0.11,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,392.0,410.0,0.0,0.0,,,0.0,0.0,,,1570.0,66.0,860.0,40.0,,,,,1.0,1.0,3.4,3.3,,,9.9,140.0,1.0,1.0,,,1.0,,1.0,1.0,7.5,7.8,1.0,0.0,0.0
274,,,,,,,,,,,0.0,0.0,0.0,0.0,,,11.6,8.8,554.0,552.0,,,,,0.0,0.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,0.97,1.29,7.75,7.89,0.0,0.0,1.0
276,5.9,1.4,0.13,0.1,0.394,0.401,62.9,80.7,,,0.0,0.0,45.0,35.0,2.0,4.0,2.0,,886.0,876.0,0.0,0.0,,,0.0,0.0,1.1,1.14,160.0,150.0,50.0,38.0,21.5,18.7,0.003,0.006,2.0,1.0,1.8,1.0,,,45.3,70.0,54.0,42.8,,,1.0,2.0,0.43,0.77,8.0,8.0,0.0,0.0,1.0
283,,,0.05,0.05,,,,,,,0.0,0.0,4.0,,,,0.0,0.0,414.0,388.0,,,,,0.0,0.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,7.5,7.6,0.0,0.0,0.0
284,,,0.05,0.05,,,,,,,17.0,0.0,224.0,19.0,,,0.0,0.0,141.0,179.0,4.0,0.0,,,0.0,0.0,1.1,1.3,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,7.3,7.7,1.0,0.0,1.0
285,,,0.05,0.2,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,618.0,556.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,7.0,7.5,0.0,0.0,0.0
286,10.0,,0.05,,0.3,,50.0,,,,0.0,,,,,,0.0,0.0,284.0,323.0,,,,,0.0,,1.2,1.1,20.0,,10.0,,1.0,,0.002,,1.0,1.0,0.7,,,,37.0,,8.8,,,,1.0,1.0,1.0,1.0,7.1,7.5,0.0,0.0,0.0
290,,,0.05,0.05,,,,,,,0.0,0.0,0.0,5.0,,,0.0,0.0,525.0,581.0,,,,,0.0,0.0,,,44.0,88.0,,,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,7.6,7.6,0.0,0.0,0.0
292,10.0,,0.05,0.05,0.1,,6.5,,,,0.0,0.0,0.0,6.0,,,0.0,0.0,395.0,473.0,0.0,,,,0.0,0.0,0.2,,20.0,29.0,10.0,,2.0,,0.002,,1.0,1.0,0.9,,,,4.7,,10.0,,,,1.0,1.0,1.0,1.0,7.4,7.5,0.0,0.0,0.0
298,10.0,,0.05,,0.1,,1.7,,,,0.0,0.0,12.0,43.0,,,0.0,0.0,463.0,459.0,0.0,,,,0.0,0.0,0.1,,20.0,20.0,10.0,10.0,1.9,,0.002,,1.0,1.0,0.8,,,,4.7,,7.3,,,,1.0,1.0,1.0,1.0,7.4,7.4,0.0,0.0,0.0
303,,1.0,0.06,0.08,,0.334,,71.5,,,0.0,0.0,19.0,32.0,2.0,2.0,,,746.0,650.0,,0.0,,,0.0,0.0,,1.09,,160.0,,28.0,,1.2,,0.006,1.0,1.0,,0.56,,,,54.0,,12.0,,,1.0,1.0,0.18,0.89,7.8,8.0,0.0,0.0,0.0
307,,,,,,,,,,,,0.0,,0.0,,,,0.0,,583.0,,,,,,0.0,,,,20.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,1.0,,7.8,,0.0,0.0
310,,,0.05,0.05,,,,,,,0.0,0.0,45.0,27.0,,,0.0,0.0,197.0,291.0,,,,,0.0,0.0,2.0,1.9,20.0,20.0,,10.0,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,8.0,7.7,1.0,1.0,0.0
313,,,0.05,0.05,,,,,,,0.0,0.0,8.0,4.0,,,0.0,0.0,384.0,409.0,,,,,0.0,0.0,,,49.0,20.0,,,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,7.5,7.4,0.0,0.0,0.0
319,,,0.05,0.05,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,683.0,697.0,,,,,0.0,0.0,,,20.0,20.0,10.0,10.0,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,7.1,7.1,0.0,0.0,0.0
324,,,,0.05,,,,,,,,0.0,,0.0,,,,0.0,,588.0,,,,,,0.0,,,,20.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,1.0,,7.1,,0.0,0.0
336,,,0.17,0.497,,,,,0.0,27.0,,,25.0,410.0,,,6.0,9.0,732.0,684.0,0.0,0.0,0.0,0.0,,,,,36.0,180.0,2.0,17.0,,1.0,,0.01,2.0,2.0,2.3,,,,44.8,,4.0,,,,,2.0,1.0,2.0,7.7,8.08,0.0,1.0,1.0
338,10.0,,0.05,0.05,0.1,,2.2,,,,0.0,0.0,0.0,,,,0.0,0.0,561.0,555.0,0.0,,,,0.0,0.0,0.1,,20.0,20.0,10.0,10.0,1.0,,0.002,,1.0,1.0,0.8,0.8,,,4.4,,3.2,2.9,,,1.0,1.0,1.0,1.0,7.3,7.3,0.0,0.0,0.0
339,,,0.05,0.177,,,,,,0.0,0.0,,8.0,62.0,,,3.0,3.0,561.0,580.0,0.0,0.0,,0.0,0.0,,,,56.0,106.0,5.0,18.0,,1.5,,0.028,1.0,1.0,1.2,,,,52.4,,20.0,,,,,1.0,1.0,1.1,7.6,8.15,0.0,0.0,1.0
342,,,0.05,0.05,,,,,,,0.0,0.0,0.0,4.0,,,0.0,0.0,462.0,457.0,,,,,0.0,0.0,,,20.0,20.0,,,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,7.5,7.5,0.0,0.0,0.0
343,,0.02,0.02,0.02,,,,,,,0.0,0.0,,,,,5.0,5.0,,289.0,,,,,0.0,0.0,1.5,0.99,20.0,20.0,,,,,,,,,,,,,,,,,,,,,0.5,0.5,,8.1,0.0,0.0,0.0
347,,,0.05,0.05,,,,,,,0.0,0.0,,,,,0.0,0.0,632.0,530.0,0.0,,,,0.0,0.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,7.3,7.3,0.0,0.0,0.0
349,10.0,23.0,0.05,0.05,0.4,0.4,1.4,0.7,,,0.0,0.0,0.0,229.0,,,0.0,0.0,90.6,63.0,0.0,0.0,,,0.0,0.0,0.2,0.1,20.0,20.0,10.0,10.0,1.0,1.0,0.005,0.002,1.0,1.0,0.7,0.7,,,5.3,4.2,1.3,1.0,,,1.0,1.0,1.0,1.0,7.5,8.2,0.0,0.0,0.0
352,,,0.05,0.05,,,,,0.0,0.0,,,,,,,3.0,2.0,669.0,699.0,,,0.0,0.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,7.2,7.2,0.0,0.0,1.0
355,,,0.05,0.05,,,,,,,0.0,0.0,4.0,0.0,,,0.0,0.0,379.0,403.0,,,,,0.0,0.0,,,20.0,20.0,,,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,7.3,7.4,0.0,0.0,0.0
357,,,0.05,0.05,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,449.0,515.0,,,,,0.0,0.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,7.5,7.4,0.0,0.0,0.0
369,,,,,,,,,,,0.0,0.0,0.0,8.0,,,0.0,0.0,387.0,170.0,,,,,0.0,0.0,,,20.0,301.0,110.0,29.0,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,3.5,7.5,7.4,1.0,1.0,1.0
370,,,0.05,0.05,,,,,,,0.0,0.0,11.0,0.0,,,0.0,0.0,673.0,652.0,,,,,0.0,0.0,,,20.0,22.0,,,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,7.4,7.3,0.0,0.0,0.0
374,10.0,,0.05,,0.2,,8.3,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,242.0,292.0,0.0,,,,0.0,0.0,1.3,,26.0,104.0,10.0,,1.0,,0.002,,1.0,1.0,1.2,,,,15.0,,4.1,,,,1.0,1.0,1.0,1.0,7.7,8.0,0.0,0.0,0.0
379,,,0.05,,0.1,,,,,,0.0,0.0,,173.0,,,0.0,0.0,87.0,690.0,,,,,0.0,0.0,,,55.0,30.0,10.0,,49.0,35.0,0.005,,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,7.3,6.9,0.0,0.0,0.0
382,10.0,10.0,0.12,0.1,0.2,0.2,2.5,3.4,,,0.0,0.0,0.0,9.0,,6.0,0.0,0.0,376.0,424.0,0.0,0.0,,,0.0,0.0,1.1,1.1,105.0,131.0,11.0,10.0,1.0,1.0,0.02,0.02,1.0,1.0,1.3,0.9,,0.0,34.0,34.0,8.5,10.0,,0.0,1.0,1.0,1.8,2.2,7.5,8.05,0.0,0.0,0.0
384,10.0,10.0,0.05,0.05,0.2,0.2,74.0,45.0,,,0.0,0.0,0.0,9.0,,,0.0,0.0,800.0,796.0,0.0,0.0,,,0.0,0.0,0.6,0.4,35.0,52.0,10.0,10.0,2.2,1.0,0.002,0.002,1.0,1.0,1.0,1.2,,,44.0,29.0,167.0,105.0,,,1.0,1.0,1.0,1.0,7.8,7.8,0.0,0.0,0.0
386,,,0.1,,,,,,,,,,,,,,,,416.0,,0.0,,,,0.0,,,,172.0,,,,,,,,1.0,,,,0.0,,,,3.8,,0.0,,,,0.5,,7.4,,0.0,,0.0
389,,,,,,,,,,,0.0,0.0,75.0,34.0,5.0,5.0,,,600.0,606.0,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,0.7,0.3,7.4,7.8,0.0,0.0,0.0
391,10.0,,0.05,0.05,0.3,,3.6,,,,0.0,0.0,6.0,,,,0.0,0.0,219.0,214.0,0.0,,,,0.0,0.0,1.3,1.2,144.0,21.0,10.0,,1.0,,0.002,,1.0,1.0,1.3,,,,24.0,,12.0,,,,1.0,1.0,1.0,1.0,7.8,8.0,0.0,0.0,0.0
393,,,0.13,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,560.0,566.0,,,,,0.0,0.0,,,43.0,20.0,27.0,14.0,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,7.4,7.4,0.0,0.0,0.0
396,,,0.2,0.1,,0.255,246.0,41.0,,,0.0,0.0,5.0,0.0,,,,,1468.0,1516.0,0.0,0.0,,,0.0,0.0,0.62,0.79,50.0,50.0,10.0,10.0,1.0,1.0,0.003,0.01,,,1.9,1.4,0.0,0.0,,,1.0,1.0,0.0,0.0,,,0.5,0.5,7.4,7.4,0.0,0.0,0.0
397,,,0.05,,,,,,,,0.0,0.0,0.0,5.0,,,0.0,0.0,287.0,226.0,,,,,0.0,0.0,1.2,1.2,20.0,20.0,,,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,7.9,7.7,0.0,0.0,0.0
404,,,0.3,0.32,,,,,,,0.0,0.0,,,,,,,664.0,1344.0,,,,,0.0,0.0,,,,,,,,,,,,,,,1.0,0.0,,,,,0.0,0.0,,,0.5,0.5,6.7,7.5,0.0,0.0,0.0
407,,,,,,,,,,,0.0,0.0,,4.0,,,0.0,0.0,608.0,661.0,,,,,0.0,0.0,,,20.0,20.0,,,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,7.2,7.1,0.0,0.0,0.0
415,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,456.0,411.0,,,,,0.0,0.0,,,20.0,20.0,10.0,10.0,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,7.6,7.4,0.0,0.0,0.0
419,,,0.05,0.05,,,,,,,0.0,0.0,0.0,1.0,1.6,1.8,,,489.0,482.0,,,,,0.0,0.0,0.05,0.18,20.0,20.0,,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,0.2,0.2,7.6,7.8,0.0,0.0,0.0
420,,,,0.05,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,541.0,690.0,,,,,0.0,0.0,,,,20.0,,10.0,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,7.1,7.2,0.0,0.0,0.0
426,,,0.05,0.05,,,,,,,0.0,0.0,2.0,0.0,2.1,1.5,,,593.0,610.0,,,,,0.0,0.0,0.05,0.15,23.0,,,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,0.2,0.2,7.5,7.7,0.0,0.0,0.0
430,40.0,40.0,0.113,0.12,0.269,0.284,196.0,199.0,,,0.0,0.0,0.0,3.0,,,10.8,7.1,982.0,981.0,0.0,0.0,,,0.0,0.0,0.49,0.15,155.0,209.0,4.7,30.0,0.44,0.44,0.004,0.004,1.0,2.0,1.2,3.1,1.0,1.0,171.8,169.2,5.0,5.7,1.0,1.0,1.0,1.0,1.11,0.84,8.2,8.3,0.0,0.0,0.0
432,26.0,,0.32,,0.089,,3.0,,0.0,,0.0,0.0,63.0,63.0,,,5.0,10.0,505.0,454.0,0.0,,0.0,,0.0,0.0,0.26,,280.0,20.0,8.9,,0.45,,0.01,,4.0,1.0,0.8,,,,13.6,,3.0,,,,4.0,1.0,3.7,1.0,7.6,7.4,1.0,0.0,0.0
435,,,,0.05,,,,,,,0.0,0.0,3.0,2.0,5.4,6.2,,,473.0,473.0,,,,,0.0,0.0,,,24.0,20.0,,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,0.3,0.2,7.9,7.8,0.0,0.0,0.0
440,,,,0.05,,,,,,,,0.0,,0.0,,,,5.0,,441.0,,,,,,0.0,,,,1010.0,,51.0,,,,,,1.0,,,,,,,,,,,,1.0,,12.0,,7.3,,1.0,0.0
441,,,0.05,0.05,,,,,,,0.0,9.0,,,,,0.0,0.0,288.0,401.0,,,,,0.0,0.0,,,233.0,808.0,,,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,3.0,8.8,8.3,8.0,1.0,1.0,0.0
447,,,,0.05,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,437.0,415.0,,,,,0.0,0.0,,,249.0,82.0,10.0,10.0,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,7.7,7.6,1.0,0.0,0.0
448,,,,,,,,,0.0,0.0,,0.0,9.0,46.0,,,3.0,5.0,506.0,560.0,,,0.0,0.0,,0.0,,,,30.0,,,,,,,1.0,,,,,,,,,,,,1.0,,1.0,0.5,7.0,7.5,0.0,0.0,0.0
459,,,0.05,,,,,,,,0.0,0.0,14.0,4.0,,,0.0,0.0,528.0,658.0,,,,,0.0,0.0,,,20.0,,10.0,,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,7.4,7.1,0.0,0.0,0.0
461,10.0,,0.05,0.05,0.1,,9.7,,,,0.0,0.0,0.0,4.0,,,0.0,0.0,562.0,573.0,0.0,,,,0.0,0.0,0.1,,26.0,91.0,10.0,,2.7,,0.002,,1.0,1.0,2.0,,,,5.8,,56.0,,,,1.0,1.0,1.0,1.0,7.3,7.2,0.0,0.0,0.0
467,10.0,,0.05,0.35,0.1,,1.0,,,,0.0,0.0,6.0,46.0,9.9,7.3,,5.0,458.0,607.0,0.0,,,,0.0,0.0,0.2,,67.0,290.0,10.0,,2.8,,0.03,,,,1.4,,0.0,0.0,4.8,,2.6,,0.0,0.0,,,0.7,3.1,7.8,7.8,0.0,1.0,0.0
468,,,0.08,0.09,,,,,,,0.0,0.0,,,,,9.1,9.3,963.0,965.0,,,,,0.0,0.0,,,,,,,,,,,2.0,1.0,,,,,,,,,,,2.0,1.0,0.5,0.68,7.76,8.19,0.0,0.0,0.0
476,,,0.05,,,,,,,,0.0,,,,,,0.0,,582.0,,,,,,0.0,,,,27.0,20.0,10.0,,,,,,1.0,,,,,,,,,,,,1.0,,1.0,,7.4,,0.0,0.0,0.0
491,,,0.21,0.24,,,,,,,0.0,0.0,,,,,13.3,12.3,448.0,440.0,0.0,,,,0.0,0.0,,,,81.2,,30.0,,,,,1.0,2.0,,,,,,,2.8,,,,1.0,2.0,0.7,0.5,7.47,7.46,0.0,0.0,1.0
494,,,0.05,0.05,,,,,,,0.0,0.0,,0.0,1.5,2.1,,,477.0,481.0,,,,,0.0,0.0,,,24.0,20.0,,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,0.2,0.9,7.6,7.7,0.0,0.0,0.0
496,,,0.05,0.05,,,,,,,0.0,0.0,,,,,0.0,0.0,310.0,476.0,,,,,0.0,0.0,,,101.0,27.0,10.0,10.0,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,7.1,7.5,0.0,0.0,0.0
497,10.0,,0.05,,0.1,,4.1,,,,0.0,0.0,146.0,0.0,,,0.0,0.0,403.0,406.0,0.0,,,,0.0,0.0,0.3,,24.0,20.0,10.0,19.0,3.4,,0.002,,1.0,1.0,0.9,,,,3.7,,12.0,,,,1.0,1.0,1.0,2.0,7.6,7.5,0.0,0.0,0.0
498,,,0.05,0.05,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,288.0,278.0,,0.0,,,0.0,0.0,,,86.0,20.0,10.0,10.0,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,7.2,7.5,0.0,0.0,1.0
500,,,0.05,0.05,,,,,,,0.0,0.0,,1.0,1.5,1.5,,,460.0,,,,,,0.0,0.0,,,159.0,26.0,,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,0.2,0.2,7.6,,0.0,0.0,0.0
501,,,0.05,0.05,,,,,,,0.0,0.0,,1.0,2.1,1.5,,,547.0,547.0,,,,0.0,0.0,,,,20.0,20.0,,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,0.2,0.2,7.6,7.7,0.0,0.0,0.0
505,,,,,,,,,,,0.0,0.0,10.0,0.0,,,0.0,0.0,332.0,325.0,,,,,0.0,0.0,,,33.0,21.0,10.0,10.0,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,7.6,7.7,0.0,0.0,0.0
514,,,,,,,,,,,0.0,0.0,0.0,33.0,,,0.0,0.0,395.0,301.0,,,,,0.0,0.0,,,20.0,20.0,10.0,10.0,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,7.5,7.3,0.0,0.0,0.0
525,,,0.14,0.14,,,,,,,0.0,0.0,,1.0,2.8,2.5,,,520.0,528.0,,,,,0.0,0.0,,,49.0,57.0,,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,0.2,0.2,7.7,7.6,0.0,0.0,0.0
527,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,491.0,500.0,,,,,0.0,0.0,,,428.0,20.0,,,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,1.4,1.0,7.5,7.5,1.0,0.0,0.0
533,,,0.05,0.05,,,,,,,0.0,0.0,0.0,4.0,,,0.0,0.0,536.0,549.0,,,,,0.0,0.0,,,234.0,65.0,13.0,10.0,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,2.6,1.0,7.0,7.0,1.0,0.0,0.0
535,49.0,72.0,0.02,0.03,0.1,0.1,10.1,10.4,,,0.0,0.0,0.0,3.0,,,8.4,6.6,355.0,354.0,0.0,0.0,,,0.0,0.0,0.12,0.1,74.0,44.0,1.6,1.4,0.32,0.06,0.03,0.01,,,1.8,2.9,,3.0,5.4,57.0,90.8,82.7,,2.0,,,0.86,0.38,7.09,7.35,0.0,0.0,0.0
541,10.0,,0.05,,0.1,,1.4,,,,0.0,0.0,300.0,0.0,,,0.0,0.0,466.0,310.0,0.0,,,,0.0,0.0,,,29.0,327.0,26.0,55.0,,,0.002,,1.0,1.0,2.2,,,,3.8,,1.2,,,,1.0,1.0,1.0,1.2,7.5,7.5,0.0,1.0,0.0
543,10.0,,0.05,0.05,0.1,,4.9,,,,0.0,0.0,0.0,121.0,,,0.0,0.0,528.0,285.0,0.0,0.0,,,0.0,0.0,0.2,,43.0,49.0,91.0,42.0,1.0,,0.002,,1.0,1.0,2.9,4.7,,,84.0,87.0,7.4,6.8,,,,1.0,1.0,1.0,7.4,7.8,1.0,0.0,1.0
545,,10.0,,0.05,,0.1,,18.0,,,0.0,0.0,6.0,16.0,,,0.0,0.0,582.0,390.0,,0.0,,,0.0,0.0,,0.2,42.0,20.0,10.0,10.0,,35.0,,0.003,1.0,1.0,,1.3,,,,6.8,,25.0,,,1.0,1.0,1.0,1.0,7.6,7.5,0.0,0.0,0.0
549,,,0.05,0.05,,,,,,,0.0,0.0,,300.0,,,0.0,0.0,159.0,592.0,,,,,0.0,0.0,,,44.0,60.0,17.0,10.0,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,2.9,7.0,7.1,0.0,0.0,0.0
553,,,,,,,,,,,0.0,0.0,,0.0,5.0,5.0,,,953.0,958.0,,,,,0.0,0.0,,,10.0,10.0,,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,0.3,0.3,7.7,7.3,0.0,0.0,0.0
